"CPU: AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",SRLA -m 0 -V 0 -B 2048 encode time,SRLA -m 0 -V 2 -B 2048 encode time,SRLA -m 0 -V 0 -B 2048 -P 3 encode time,SRLA -m 0 -V 0 -B 4096 encode time,SRLA -m 0 -V 2 -B 4096 encode time,SRLA -m 0 -V 0 -B 4096 -P 3 encode time,SRLA -m 0 -V 0 -B 8192 encode time,SRLA -m 0 -V 2 -B 8192 encode time,SRLA -m 0 -V 0 -B 8192 -P 3 encode time,SRLA -m 2 -V 0 -B 2048 encode time,SRLA -m 2 -V 2 -B 2048 encode time,SRLA -m 2 -V 0 -B 2048 -P 3 encode time,SRLA -m 2 -V 0 -B 4096 encode time,SRLA -m 2 -V 2 -B 4096 encode time,SRLA -m 2 -V 0 -B 4096 -P 3 encode time,SRLA -m 2 -V 0 -B 8192 encode time,SRLA -m 2 -V 2 -B 8192 encode time,SRLA -m 2 -V 0 -B 8192 -P 3 encode time,SRLA -m 4 -V 0 -B 2048 encode time,SRLA -m 4 -V 2 -B 2048 encode time,SRLA -m 4 -V 0 -B 2048 -P 3 encode time,SRLA -m 4 -V 0 -B 4096 encode time,SRLA -m 4 -V 2 -B 4096 encode time,SRLA -m 4 -V 0 -B 4096 -P 3 encode time,SRLA -m 4 -V 0 -B 8192 encode time,SRLA -m 4 -V 2 -B 8192 encode time,SRLA -m 4 -V 0 -B 8192 -P 3 encode time,SRLA -m 6 -V 0 -B 2048 encode time,SRLA -m 6 -V 2 -B 2048 encode time,SRLA -m 6 -V 0 -B 2048 -P 3 encode time,SRLA -m 6 -V 0 -B 4096 encode time,SRLA -m 6 -V 2 -B 4096 encode time,SRLA -m 6 -V 0 -B 4096 -P 3 encode time,SRLA -m 6 -V 0 -B 8192 encode time,SRLA -m 6 -V 2 -B 8192 encode time,SRLA -m 6 -V 0 -B 8192 -P 3 encode time,SRLA -m 0 -V 0 -B 2048 decode time,SRLA -m 0 -V 2 -B 2048 decode time,SRLA -m 0 -V 0 -B 2048 -P 3 decode time,SRLA -m 0 -V 0 -B 4096 decode time,SRLA -m 0 -V 2 -B 4096 decode time,SRLA -m 0 -V 0 -B 4096 -P 3 decode time,SRLA -m 0 -V 0 -B 8192 decode time,SRLA -m 0 -V 2 -B 8192 decode time,SRLA -m 0 -V 0 -B 8192 -P 3 decode time,SRLA -m 2 -V 0 -B 2048 decode time,SRLA -m 2 -V 2 -B 2048 decode time,SRLA -m 2 -V 0 -B 2048 -P 3 decode time,SRLA -m 2 -V 0 -B 4096 decode time,SRLA -m 2 -V 2 -B 4096 decode time,SRLA -m 2 -V 0 -B 4096 -P 3 decode time,SRLA -m 2 -V 0 -B 8192 decode time,SRLA -m 2 -V 2 -B 8192 decode time,SRLA -m 2 -V 0 -B 8192 -P 3 decode time,SRLA -m 4 -V 0 -B 2048 decode time,SRLA -m 4 -V 2 -B 2048 decode time,SRLA -m 4 -V 0 -B 2048 -P 3 decode time,SRLA -m 4 -V 0 -B 4096 decode time,SRLA -m 4 -V 2 -B 4096 decode time,SRLA -m 4 -V 0 -B 4096 -P 3 decode time,SRLA -m 4 -V 0 -B 8192 decode time,SRLA -m 4 -V 2 -B 8192 decode time,SRLA -m 4 -V 0 -B 8192 -P 3 decode time,SRLA -m 6 -V 0 -B 2048 decode time,SRLA -m 6 -V 2 -B 2048 decode time,SRLA -m 6 -V 0 -B 2048 -P 3 decode time,SRLA -m 6 -V 0 -B 4096 decode time,SRLA -m 6 -V 2 -B 4096 decode time,SRLA -m 6 -V 0 -B 4096 -P 3 decode time,SRLA -m 6 -V 0 -B 8192 decode time,SRLA -m 6 -V 2 -B 8192 decode time,SRLA -m 6 -V 0 -B 8192 -P 3 decode time,SRLA -m 0 -V 0 -B 2048 compress rate,SRLA -m 0 -V 2 -B 2048 compress rate,SRLA -m 0 -V 0 -B 2048 -P 3 compress rate,SRLA -m 0 -V 0 -B 4096 compress rate,SRLA -m 0 -V 2 -B 4096 compress rate,SRLA -m 0 -V 0 -B 4096 -P 3 compress rate,SRLA -m 0 -V 0 -B 8192 compress rate,SRLA -m 0 -V 2 -B 8192 compress rate,SRLA -m 0 -V 0 -B 8192 -P 3 compress rate,SRLA -m 2 -V 0 -B 2048 compress rate,SRLA -m 2 -V 2 -B 2048 compress rate,SRLA -m 2 -V 0 -B 2048 -P 3 compress rate,SRLA -m 2 -V 0 -B 4096 compress rate,SRLA -m 2 -V 2 -B 4096 compress rate,SRLA -m 2 -V 0 -B 4096 -P 3 compress rate,SRLA -m 2 -V 0 -B 8192 compress rate,SRLA -m 2 -V 2 -B 8192 compress rate,SRLA -m 2 -V 0 -B 8192 -P 3 compress rate,SRLA -m 4 -V 0 -B 2048 compress rate,SRLA -m 4 -V 2 -B 2048 compress rate,SRLA -m 4 -V 0 -B 2048 -P 3 compress rate,SRLA -m 4 -V 0 -B 4096 compress rate,SRLA -m 4 -V 2 -B 4096 compress rate,SRLA -m 4 -V 0 -B 4096 -P 3 compress rate,SRLA -m 4 -V 0 -B 8192 compress rate,SRLA -m 4 -V 2 -B 8192 compress rate,SRLA -m 4 -V 0 -B 8192 -P 3 compress rate,SRLA -m 6 -V 0 -B 2048 compress rate,SRLA -m 6 -V 2 -B 2048 compress rate,SRLA -m 6 -V 0 -B 2048 -P 3 compress rate,SRLA -m 6 -V 0 -B 4096 compress rate,SRLA -m 6 -V 2 -B 4096 compress rate,SRLA -m 6 -V 0 -B 4096 -P 3 compress rate,SRLA -m 6 -V 0 -B 8192 compress rate,SRLA -m 6 -V 2 -B 8192 compress rate,SRLA -m 6 -V 0 -B 8192 -P 3 compress rate
01 - Unknown Artist - Track 1,0.4149013963430124,2.822279434315181,0.5886628672718777,0.3811733134085814,2.6927301192662343,0.5583288154849493,0.3648308584386358,2.586806567844958,0.5559936661962478,0.45073611588863277,3.1732455570769833,0.6203465937641952,0.41806875941921123,3.0273292518432324,0.5983849403694724,0.40453002274908323,2.9304512799835707,0.5911576838627612,0.4879999272756891,3.61846045671193,0.6533075992394425,0.4546271983127745,3.375841337639002,0.6263603985442687,0.43878459127490704,3.267255170173501,0.6217769946891981,0.7237233425018358,7.120988502635955,0.884896285668424,0.6123940311531265,5.422277695498215,0.7654903869162253,0.6133850395550636,4.959468152494037,0.77634139713543,0.05596648639474791,0.05552788723257184,0.05928292517781242,0.05498981832743267,0.055249510752909056,0.05949582815251517,0.055125644614194086,0.054846454915951824,0.05956645861870954,0.07302792028953671,0.07294610319004087,0.0768086041872073,0.07175780155084567,0.07176637002855839,0.07621307486294449,0.07154226059749985,0.07145865839559423,0.07555478935076272,0.07933975748728966,0.07971411286658432,0.07904579113941723,0.0821366725772049,0.081538544943498,0.08331495782446909,0.08562170417450042,0.08504021765432183,0.08803103429961626,0.08576278660703884,0.08555958268222028,0.0810615264738112,0.10515181286584563,0.10396345172285193,0.09678899452747236,0.14311800174496095,0.13790023273152724,0.13500670404634132,46.76634671453318,46.46557274415306,44.81267137281076,46.22450560637724,46.00639424522427,44.31813944869705,45.94171531014023,45.8081881600095,44.25248453329813,41.802470354597936,41.79413629227777,41.050015393053584,41.54914949162445,41.501780714314144,40.77692305789475,41.506023080360286,41.38206795836387,40.81493007011092,41.28109559862112,41.27406696619218,40.968209577605165,40.91163645138055,40.859070691333635,40.588672421652284,40.868221068986294,40.691731670178925,40.54358505454808,41.105401151521846,41.09753933774114,40.94620729327151,40.47448834681753,40.43002277362361,40.451636015112854,40.115365820584685,39.99346160653106,40.14057039977638
02 - Unknown Artist - Track 2,0.4160660615360502,2.8129142040901143,0.5946321810714096,0.38161038773071587,2.680180625230847,0.558489654316834,0.365789026481893,2.5744775614041107,0.560589841367707,0.44950510396463883,3.151860568974323,0.6204259997630958,0.41905588261045584,3.0192900922245935,0.5952843502594127,0.405883239559089,2.930175485019099,0.5925257735673545,0.48770681931139603,3.6216280921017177,0.6503209045051208,0.45368566394347,3.4027888452338493,0.6223141692915153,0.44365654815889316,3.297897463965108,0.6304451106301452,0.7260251645862321,7.1244656279946526,0.8782414958167315,0.6092121697771553,5.418018857115739,0.7709635907486988,0.6115232433244666,4.965076037469688,0.7770097439319775,0.05507609546616401,0.055691833660302316,0.05877798479695758,0.05457704520752422,0.054960864768900865,0.05843235796786833,0.05448760983621097,0.05441091988410914,0.05836423744507191,0.07255816635072447,0.0726015137855391,0.0765158991390802,0.07164358525176315,0.07175785893577814,0.07686789867144513,0.07086117797121555,0.07108533189984617,0.07609523533358473,0.07991413885007731,0.079691616159789,0.0796216468985166,0.08280404112268817,0.0827725038438502,0.0836731432855251,0.08685057854462964,0.08580227938896574,0.0887012513411894,0.0859166400730342,0.08554974188279478,0.08097115968514017,0.10364583273575786,0.10262985383409293,0.09647031869202696,0.14233222168360113,0.13624304730304812,0.1349916263044366,48.20667670644355,47.96513392794393,46.362770248493106,47.72518169867205,47.54654945757339,45.93376089926941,47.48670781709325,47.38174143193325,45.912611526475985,44.576113698870316,44.57037909076315,43.692017390991275,44.3104771820301,44.27420896068582,43.42306291448295,44.24011448995278,44.14947784364926,43.45032788740786,43.920290796786254,43.915388452809886,43.61629738387943,43.51528271211084,43.47061663744084,43.23503287011772,43.43522013571207,43.280919598846225,43.15990099632497,43.78447392152748,43.77907838399212,43.604094542246095,43.16484279578606,43.130964097235086,43.129033244451634,42.79412522628337,42.69888215213887,42.8225529030236
03 - Unknown Artist - Track 3,0.4167777148839929,2.8251718812079356,0.5937518512312968,0.3819749013289934,2.686077208467247,0.5579414568142744,0.3665309736586454,2.5666430418311124,0.553770455307174,0.4500606315519188,3.1752370031488644,0.6259090679555334,0.41642000704281273,3.0165678605331965,0.5953714849665594,0.4043519858672255,2.920220594544593,0.5920272941486259,0.4836741990764883,3.582013746509439,0.6472291163148857,0.44712541691256247,3.341609888004572,0.6216304351116494,0.43710186346251245,3.2208286083684703,0.6208164300321873,0.7235616107110169,7.061644334620827,0.8724896346513062,0.6041396759790808,5.3293444508883745,0.9792706465541329,0.5937182996113568,4.806791836235805,0.7531561687334951,0.05636284079841886,0.056064341655091665,0.05980566689867387,0.05558569198306723,0.05562137786015954,0.05970145497922179,0.05521208041825379,0.054888130713897455,0.05924488234947299,0.07315502890646382,0.07309889538660848,0.07714672898184051,0.07246031333576074,0.07189757811036065,0.07656088400952198,0.07176706649283163,0.07148463174487633,0.07621813897112971,0.07843096141108773,0.07894408064789223,0.07862573055667181,0.08108465928740331,0.08059019766218499,0.08191247973192411,0.08434602673613507,0.08317991340191244,0.08611753770324619,0.08335063186637463,0.08401016645769956,0.07962973132962468,0.09932291699449833,0.09912137786211833,0.09062107188196472,0.13344175513913953,0.12990449342300114,0.1218975245395511,48.75187333095377,48.427401143364804,46.870205764970294,48.15876786536777,47.93373787932301,46.28378207845897,47.86086537677454,47.73392068114181,46.10003055196647,43.99312614579632,43.98417157309947,43.29173839128051,43.73130214187967,43.68119660463627,42.979065996566796,43.66653337801036,43.55324625962177,42.9435443268131,43.5898971708546,43.58175050018372,43.246589547626385,43.20695551345387,43.15813403305368,42.849938274203666,43.11060571628281,42.97055375348159,42.732032714281765,43.46429247375125,43.45540685243504,43.23713670363172,42.844765619686356,42.80541909976141,42.772914378153,42.458558528976155,42.35250349973791,42.46721387870042
04 - Unknown Artist - Track 4,0.4187041421109653,2.833719628640691,0.5832320392361965,0.38334052364502047,2.694337700757117,0.5540486245521244,0.3647256511736522,2.580896548423017,0.5507005150978962,0.5104730475996729,3.6114431260964834,0.6805589207813049,0.4531561979798356,3.3431583516989463,0.6254385599848369,0.42554871452199255,3.1270103356004517,0.605932250668818,0.5383407485738712,3.994072231092668,0.6941986537860372,0.4735549226191669,3.632252024383501,0.6388699840284032,0.44953751293779354,3.3293992476066645,0.6237077635210978,0.7707694228384414,7.470472102888979,0.9250093740302172,0.6150958545083179,5.533070797151934,0.7716702055850202,0.5758366491982948,4.684237184533272,0.733746198658296,0.05377714922027073,0.05423035787092654,0.05768297606556445,0.05367016060215771,0.05320311867333416,0.056806367808448326,0.05298306829227195,0.05290688402772116,0.05653700683978232,0.07113965428733456,0.07093542782281266,0.07407087588968109,0.07025665234588288,0.07062861576650163,0.07434472423458673,0.06941763012645744,0.07004888321435819,0.0739156900930326,0.0743009300921947,0.07434533155398011,0.07610478991288001,0.07447723694081432,0.0747995523839858,0.07711060438898502,0.07647302509668132,0.07620236515895189,0.07882949075263539,0.0769247660784422,0.07749758197677244,0.07689333751586433,0.08683857236345267,0.08730078951637359,0.08368262741435055,0.1092685793282506,0.10926402447207836,0.10205460771440424,38.77260669556983,38.03248421129541,37.64133709417449,37.798663724453036,37.150956254495995,36.633822743806114,37.12223256557675,36.69648504675453,35.97125469778395,32.6375461601683,32.63358308486011,32.354587938671024,32.29323390961778,32.2811275943846,31.944848604593915,32.12202217065209,32.095192036054804,31.72608665631396,32.33384395543988,32.330247158568724,32.29225079151527,31.9277999213123,31.914632068050135,31.829672684790342,31.722087240064244,31.69155224211177,31.572145471641345,32.2679004480073,32.264276873600274,32.281931876801146,31.706556269261895,31.695479932818987,31.757178244476226,31.29386279917441,31.274126798900515,31.371641977459817
05 - Unknown Artist - Track 5,0.41592190489132697,2.816744459461317,0.5901255689009859,0.3811146527282187,2.687043631685919,0.5589803937699814,0.3662205329490128,2.5755669810719137,0.5548669777755256,0.4566597849706894,3.2095320394406595,0.6236446474517993,0.4230040564588405,3.0727728382017414,0.602073461515491,0.4095997295681657,2.9495017808791784,0.5947817261448726,0.5047458281138881,3.7980066453373516,0.6668514115157075,0.46624920849623724,3.5336133830233214,0.6394795363127433,0.45287673966504544,3.3813872106058054,0.6350608469177108,0.7566892849995233,7.4609024470608,0.9038123639690108,0.6533479321977209,5.818151226840963,0.809882164766438,0.6558385001004725,5.380515714659628,0.8284118132060433,0.054419085150569216,0.054168788340544324,0.05832397268931354,0.05387375503085847,0.0536263109279617,0.058096019389615464,0.05380085415879679,0.05415315613205637,0.058314194312907276,0.07232423653084302,0.07274376690312107,0.07635950794386727,0.07148125124196236,0.07150125320985826,0.07579688015516156,0.070846662490369,0.07128975660879926,0.07534062726990193,0.0849902710953715,0.08479963392236729,0.08421758128967496,0.0876630334399711,0.08687690455999035,0.08916436910423363,0.08953377085925364,0.08882285139496295,0.09284631621460393,0.0989484862463379,0.09795059692844979,0.08964970979086322,0.12436534528985489,0.11931778905688649,0.11615810303336188,0.1628714299968511,0.15034298529293383,0.1590816074205579,50.55352571407098,50.385858293902395,46.64569717748064,50.128438082314865,49.93863206403377,46.58789826434064,49.90513391500865,49.783512311072215,46.932949297253984,46.272410855288555,46.250447997430456,43.84790952293439,46.10989879417881,46.01543186391422,43.93103092411517,46.14911130583796,45.95805921437002,44.34108995975361,44.113454916922535,44.04232965768229,43.513538449630694,43.92837332016154,43.63869168484986,43.308189701508915,44.15473892009109,43.58690907105758,43.51784034670935,43.522117004496145,43.46842274804288,43.43370469991137,42.84624989927653,42.679453702071285,42.92046556958632,42.51808956134671,42.2721242491077,42.60130257180906
06 - Unknown Artist - Track 6,0.41911714238673514,2.8586577687720527,0.5958436472693457,0.3842392103592778,2.71410618058525,0.5615415093250575,0.3681372501098695,2.600402182357601,0.5564915870641576,0.4517695635343014,3.196297789864915,0.6232767547839679,0.418061511546988,3.0431911539331264,0.5948986172818981,0.40663350732876147,2.9258358785036243,0.5917314249227383,0.4819015215429199,3.5657345124353883,0.653173833855349,0.444500610837806,3.28686423811825,0.6142015382012687,0.43202842070277564,3.1968079131490015,0.6218304642494139,0.7073859729124432,7.026084662360112,0.8759070579887784,0.5764672423360508,5.1653328131839755,0.7496516881397872,0.567261633730685,4.572557702126115,0.7460365115438585,0.054552537752257484,0.053981158368491995,0.057925838515884856,0.05384470235717411,0.05345377610243984,0.05774323634501474,0.05313583407025087,0.05301943579892434,0.05708921035103271,0.07086433807057166,0.07133061417144931,0.07496726454577153,0.07068976565751445,0.07043474566394477,0.07529965015220828,0.07033390715565291,0.07034453575881856,0.07428981563453292,0.07349017103294077,0.07335699688254718,0.07612280096800403,0.07595592514436562,0.07645696912910678,0.07858045868405837,0.08071804198547425,0.08051301643162075,0.08310421480463552,0.0750577409914312,0.07509863950150367,0.07627495002716876,0.08673078632594539,0.08638997111695615,0.08474935029836282,0.11877977564756732,0.11791835849552765,0.11635250443475166,42.35776763859131,41.90374436980435,41.06839413955341,41.58760855101081,41.347181682706456,40.348446086210096,41.22806894937252,41.10144538497254,40.080155574026385,38.37610165938652,38.370744065442395,38.25701536931549,38.02557826599512,38.00671005351323,37.85290753686257,37.864832504028534,37.82316264370827,37.67339461345446,38.25270795066941,38.24833914587732,38.2204500031373,37.79656166563242,37.78117357542871,37.74899779089204,37.54566704282838,37.50886368728409,37.48977731788327,38.22214520516969,38.217774511573104,38.217134206850005,37.65101889102924,37.63788981099904,37.69422340499999,37.174853167171925,37.15231878516931,37.24934194995869
01 - Unknown Artist - Track 1,0.41417196953747965,2.8103229769302627,0.5924868176137327,0.38491982511698086,2.687836142695502,0.56423866280159,0.3679971075247072,2.5857379313798807,0.5570312853188032,0.4507952157753522,3.189891515391346,0.627345252334435,0.4239868009820428,3.048811157651743,0.5988858634245062,0.40646449231840337,2.9506619456009413,0.5951656692572665,0.48864169825218084,3.635579426823441,0.6607850754708912,0.4639232162967149,3.4515839650261806,0.6382370337042589,0.45054277212247423,3.3745320832525536,0.6411092326462922,0.7415768668136722,7.211747589610657,0.9002155229799843,0.6746311922341465,5.841226294961752,0.8392820500020828,0.6986227973928575,5.672505252996579,0.8869290843716412,0.05469836757912642,0.05474930181756885,0.05835790278586855,0.054413757555776175,0.05426856838817569,0.05826359797631752,0.054079094352990825,0.05429061108053415,0.058348327685640224,0.07306797326826002,0.07325021610755678,0.07740383336580119,0.07239224682606332,0.07279150873727366,0.07755969479907707,0.07214720061447244,0.0719826783677679,0.07643924130445326,0.08042423033234274,0.08009094687638108,0.08153953055826206,0.08707505486277882,0.08531301948218048,0.08944876654535822,0.09114863023005709,0.08927659751345839,0.09511724515535734,0.09234021543895794,0.09202209257448467,0.08901120420420619,0.13525947535098287,0.1307490026047963,0.13260509342200913,0.18404815812468922,0.17530698516710244,0.18692817009731671,55.792459872017616,55.666941600502426,54.8742419890951,55.62932777188209,55.48686848225026,54.77660284535222,55.558181526971794,55.44665841927984,54.86353193341864,54.17095461548648,54.07662885104483,53.74650563819172,54.163478779878794,53.93264857330373,53.744177037437076,54.27423668165704,53.93644727408964,53.93328561665061,53.90380822628021,53.81551835331306,53.673326697276664,53.72397352809721,53.50645243866413,53.51423737222711,53.80415052210979,53.419823024834855,53.61955496151787,53.62796468759413,53.540083803994655,53.57124332805467,52.96577509120557,52.75779363165483,53.01542018078687,52.55438173303458,52.170993780459106,52.605274522898824
02 - Unknown Artist - Track 2,0.4153805098030716,2.8120217647166084,0.5895495686141372,0.38237756862323363,2.6841536078455985,0.5597447058843339,0.36883509804622505,2.558881607837975,0.5557528235401739,0.44971698039101765,3.142837882338676,0.6196060784243267,0.4187206274546756,3.0083678431315897,0.5957729019699436,0.4068445490088825,2.9150602352969788,0.5946130588121128,0.48615176470347626,3.60406066667672,0.6508726666581032,0.45342643138057753,3.367866078419063,0.621292745082767,0.4413728627339736,3.2480557647068053,0.6237833333366057,0.7176587058632982,7.047372431375598,0.8784228235063162,0.6032446666858068,5.314807411758046,0.7582465489851493,0.6012683137612161,4.828910941175898,0.7712400000195438,0.05746737254929601,0.05779615685562877,0.06157792157347442,0.057401294116953425,0.05734980391685431,0.06143713726059479,0.05699172549807996,0.05731172549227873,0.06141580392460467,0.07474729412363149,0.0745010196103477,0.07936125491088365,0.07410572549583865,0.07456219606740656,0.07922094118982262,0.0730780000095347,0.07327172549112755,0.07762568628451988,0.08071211764735042,0.08071223529530507,0.08141513726692282,0.08392584313839382,0.08380227450591822,0.0855034117486474,0.08828760784429808,0.08684737254025451,0.09038247058496755,0.0851318039292214,0.08534133333858906,0.08253294116287839,0.10242952942373414,0.10193227452463378,0.09608117648966465,0.1377528235681501,0.1334285098310633,0.1336528627457572,49.31267685390197,49.04770445736081,47.85524864099106,48.82589817394692,48.653740590356456,47.41005544345651,48.59822955132942,48.48485097742557,47.33290021236029,45.10513350616081,45.09909554132311,44.502290736276905,44.83184445775741,44.80032299110285,44.22096292467279,44.74082369400555,44.66365290114429,44.1974068586123,44.60486722212979,44.59969849302535,44.41809491805219,44.21476489596604,44.17288374000968,44.01878669630931,44.0988675392341,43.97390434280843,43.899432404627944,44.5096470049249,44.504304873295666,44.407839714887125,43.92203697991136,43.892418494810954,43.9226839047154,43.522215219921975,43.447990046872924,43.56181546574451
03 - Unknown Artist - Track 3,0.41551857524851127,2.84812083004657,0.5859575083821338,0.3804978580063609,2.692950891316693,0.5588451785061603,0.3631796131445754,2.5778385306227083,0.5533498908991109,0.47549880726298327,3.3787509615847524,0.6453252934043532,0.4319758031705269,3.1601531818617388,0.6071876695104745,0.41136178744291013,3.0143774933431837,0.6006316694629629,0.5103791422205456,3.839566500445128,0.6764634689823027,0.4676107148995017,3.50385926636217,0.6344255787964442,0.44501186572233836,3.3889391118910503,0.6280352488970706,0.7515387408163305,7.332278037017178,0.903703039472571,0.6285348759791348,5.58382751860821,0.778157767886304,0.6229194086293082,5.072458090886279,0.785998474401674,0.05372378445870557,0.053105965532117494,0.05726606341585688,0.052476524358455554,0.05253687311493895,0.05682185696818631,0.05262440517234118,0.05218334237321672,0.05663553121452139,0.0699315548087126,0.07079010306439329,0.07436969894929654,0.06931128569021233,0.06922632402925406,0.07385340130430072,0.0692839637033486,0.06883973876888302,0.07308631466132301,0.07655684452103989,0.07694087787714388,0.07765505880564122,0.07907533038905937,0.07893671409121991,0.08113860706102445,0.08292096195340021,0.08287043246750632,0.08484127669286287,0.08348144632681266,0.08342286355169602,0.07966202721333941,0.10466830835122812,0.10491556536494892,0.09531757914995492,0.14070235218034735,0.1404709983311261,0.13474009442807913,39.79828254310892,39.499729527826936,37.76329262074212,39.251410054117706,39.07005133887028,37.14608384366903,38.97637357795594,38.87656692451869,36.87491088130068,35.00790754504042,35.005041489766725,34.24939511452679,34.647213859865914,34.64078410492035,33.8311617530941,34.46391998074313,34.44951737159711,33.6443807002815,34.47096299184638,34.46863576335055,34.12363095280152,33.95989994510886,33.950464186689516,33.592584141732495,33.69975930377207,33.67402089041901,33.314487674589046,34.29996254000763,34.297173534866566,34.10288559770325,33.46343239492422,33.457258949603535,33.43470632336706,32.818661160541886,32.809588638462095,32.85957058776504
04 - Unknown Artist - Track 4,0.4161918150166101,2.822623193215683,0.5866616586266666,0.3807024754067431,2.6851399988463,0.5607070626937188,0.3666866867630495,2.573502776889026,0.5540419491595895,0.4485968307256496,3.162688179791146,0.6239766957031248,0.41822982602635195,3.020142328549077,0.5983624895427416,0.40477820894348976,2.923951112202282,0.590678824902104,0.48226542800576855,3.586289850261314,0.6523831323378063,0.4478911673047195,3.3470177577107085,0.6156083133688262,0.4373015853531114,3.244059036093906,0.6248354490591727,0.7219306208664835,7.069833811768588,0.8825812873373641,0.5991416361345435,5.336437472954275,0.7507278858005684,0.5947798390267596,4.835600840996163,0.7533551253534799,0.05574738900561011,0.05487632353526703,0.05881366666328687,0.05470129252288605,0.05452128472274981,0.05863069443889067,0.05450031735716352,0.05425005049541143,0.05867983467929522,0.07202170307401726,0.07203120220708237,0.07634288537537993,0.07132688036181578,0.07138415654649487,0.07613489945787487,0.07079637778316955,0.0710671143292134,0.07540292404480664,0.07666871267385551,0.07784147889537849,0.0779325971435899,0.08032698854151246,0.07983435272819905,0.08159539540693694,0.08455861054090372,0.08385439687462784,0.08631709991081252,0.08170315340768412,0.08220864228062642,0.07881666714178195,0.09918712675127021,0.0993473356171613,0.090350126921583,0.1330480439080353,0.12989711778340574,0.12325188974938522,45.635696190494926,45.26995886643424,43.67248264888525,45.058687691415976,44.805644110287005,43.11460256059182,44.752613492416025,44.605439789322034,42.94708851456814,40.99185925061673,40.98390073264978,40.328781489566666,40.72361377165108,40.684914128719655,40.01574236069367,40.68104772171722,40.55951840466159,40.00911476011177,40.58503767219924,40.57773663968703,40.25548903449193,40.19367926848757,40.15561625792742,39.857022182626984,40.10480588011813,39.962857714406866,39.769560670672455,40.446560931556796,40.43887963693457,40.24136904369084,39.821667619611695,39.78920182198051,39.76280427163393,39.44175142545545,39.33252665428861,39.46407894457295
